Start Read Seconds;Start Read Milliseconds;End Read Seconds;End Read Milliseconds;Difference
1468102563;600;1468102563;601;1
1468102563;602;1468102563;604;1
1468102563;605;1468102563;606;1
1468102563;607;1468102563;609;1
1468102563;610;1468102563;612;1
1468102563;612;1468102563;614;1
1468102563;615;1468102563;617;1
1468102563;617;1468102563;619;1
1468102563;620;1468102563;622;1
1468102563;623;1468102563;624;1
1468102563;625;1468102563;627;1
1468102563;628;1468102563;630;2
1468102563;630;1468102563;632;1
1468102563;633;1468102563;635;1
1468102563;636;1468102563;637;1
1468102563;638;1468102563;640;1
1468102563;641;1468102563;642;1
1468102563;643;1468102563;645;1
1468102563;646;1468102563;648;1
1468102563;648;1468102563;650;1
1468102563;651;1468102563;653;1
1468102563;654;1468102563;655;1
1468102563;656;1468102563;658;1
1468102563;659;1468102563;661;1
1468102563;661;1468102563;663;1
1468102563;664;1468102563;666;1
1468102563;667;1468102563;669;1
1468102563;669;1468102563;671;1
1468102563;672;1468102563;674;1
1468102563;674;1468102563;676;1
1468102563;677;1468102563;679;1
1468102563;680;1468102563;681;1
1468102563;682;1468102563;684;1
1468102563;685;1468102563;686;1
1468102563;687;1468102563;689;1
1468102563;690;1468102563;692;1
1468102563;692;1468102563;694;1
1468102563;695;1468102563;697;1
1468102563;697;1468102563;699;1
1468102563;700;1468102563;702;1
1468102563;703;1468102563;704;1
1468102563;705;1468102563;707;1
1468102563;708;1468102563;710;1
1468102563;710;1468102563;712;1
1468102563;713;1468102563;715;1
1468102563;715;1468102563;717;1
1468102563;718;1468102563;720;1
1468102563;721;1468102563;722;1
1468102563;723;1468102563;725;1
1468102563;726;1468102563;727;1
1468102563;728;1468102563;730;1
1468102563;731;1468102563;733;1
1468102563;734;1468102563;735;1
1468102563;736;1468102563;738;1
1468102563;739;1468102563;741;1
1468102563;741;1468102563;743;1
1468102563;744;1468102563;746;1
1468102563;746;1468102563;748;1
1468102563;749;1468102563;751;1
1468102563;752;1468102563;753;1
1468102563;754;1468102563;756;1
1468102563;757;1468102563;758;1
1468102563;759;1468102563;761;1
1468102563;762;1468102563;764;1
1468102563;764;1468102563;766;1
1468102563;767;1468102563;769;1
1468102563;770;1468102563;771;1
1468102563;772;1468102563;774;1
1468102563;775;1468102563;776;1
1468102563;777;1468102563;779;1
1468102563;780;1468102563;782;1
1468102563;782;1468102563;784;1
1468102563;785;1468102563;787;1
1468102563;787;1468102563;789;1
1468102563;790;1468102563;792;1
1468102563;793;1468102563;794;1
1468102563;795;1468102563;797;1
1468102563;798;1468102563;800;1
1468102563;800;1468102563;802;1
1468102563;803;1468102563;805;1
1468102563;805;1468102563;807;1
1468102563;808;1468102563;810;1
1468102563;810;1468102563;812;1
1468102563;813;1468102563;815;1
1468102563;816;1468102563;817;1
1468102563;818;1468102563;820;1
1468102563;821;1468102563;823;1
1468102563;823;1468102563;825;1
1468102563;826;1468102563;828;1
1468102563;829;1468102563;830;1
1468102563;831;1468102563;833;1
1468102563;834;1468102563;835;1
1468102563;836;1468102563;838;1
1468102563;839;1468102563;841;1
1468102563;841;1468102563;843;1
1468102563;844;1468102563;846;1
1468102563;846;1468102563;848;1
1468102563;849;1468102563;851;1
1468102563;852;1468102563;854;1
1468102563;854;1468102563;856;1
1468102563;857;1468102563;859;1
1468102563;859;1468102563;861;1
1468102563;862;1468102563;864;1
1468102563;865;1468102563;866;1
1468102563;867;1468102563;869;1
1468102563;870;1468102563;871;1
1468102563;873;1468102563;875;1
1468102563;876;1468102563;877;1
1468102563;878;1468102563;880;1
1468102563;881;1468102563;882;1
1468102563;883;1468102563;885;1
1468102563;886;1468102563;888;1
1468102563;889;1468102563;890;1
1468102563;891;1468102563;893;1
1468102563;894;1468102563;895;1
1468102563;896;1468102563;898;1
1468102563;899;1468102563;901;1
1468102563;901;1468102563;903;1
1468102563;904;1468102563;906;1
1468102563;907;1468102563;909;1
1468102563;909;1468102563;911;1
1468102563;912;1468102563;914;1
1468102563;914;1468102563;916;1
1468102563;917;1468102563;919;1
1468102563;920;1468102563;921;1
1468102563;922;1468102563;924;1
1468102563;925;1468102563;927;1
1468102563;927;1468102563;929;1
1468102563;930;1468102563;932;1
1468102563;932;1468102563;934;1
1468102563;935;1468102563;937;1
1468102563;938;1468102563;939;1
1468102563;940;1468102563;942;1
1468102563;943;1468102563;944;1
1468102563;945;1468102563;947;1
1468102563;948;1468102563;950;1
1468102563;950;1468102563;952;1
1468102563;953;1468102563;955;1
1468102563;956;1468102563;957;1
1468102563;958;1468102563;960;1
1468102563;961;1468102563;962;1
1468102563;963;1468102563;965;1
1468102563;966;1468102563;968;1
1468102563;968;1468102563;970;1
1468102563;971;1468102563;973;1
1468102563;974;1468102563;975;1
1468102563;976;1468102563;978;1
1468102563;979;1468102563;981;1
1468102563;982;1468102563;983;1
1468102563;984;1468102563;986;1
1468102563;987;1468102563;989;1
1468102563;989;1468102563;991;1
1468102563;992;1468102563;994;1
1468102563;995;1468102563;996;1
1468102563;997;1468102563;999;1
1468102564;0;1468102564;1;1
1468102564;2;1468102564;4;1
1468102564;5;1468102564;7;1
1468102564;7;1468102564;9;1
1468102564;10;1468102564;12;1
1468102564;12;1468102564;14;1
1468102564;15;1468102564;16;1
1468102564;17;1468102564;19;1
1468102564;20;1468102564;22;1
1468102564;22;1468102564;24;1
1468102564;25;1468102564;27;1
1468102564;27;1468102564;29;1
1468102564;30;1468102564;32;1
1468102564;32;1468102564;34;1
1468102564;35;1468102564;37;1
1468102564;38;1468102564;39;1
1468102564;40;1468102564;42;1
1468102564;43;1468102564;45;1
1468102564;45;1468102564;47;1
1468102564;48;1468102564;50;1
1468102564;50;1468102564;52;1
1468102564;53;1468102564;55;1
1468102564;56;1468102564;57;1
1468102564;58;1468102564;60;1
1468102564;61;1468102564;62;1
1468102564;63;1468102564;65;1
1468102564;66;1468102564;68;1
1468102564;69;1468102564;70;1
1468102564;71;1468102564;73;1
1468102564;74;1468102564;75;1
1468102564;76;1468102564;78;1
1468102564;79;1468102564;81;1
1468102564;81;1468102564;83;1
1468102564;84;1468102564;86;1
1468102564;87;1468102564;89;1
1468102564;89;1468102564;91;1
1468102564;92;1468102564;94;1
1468102564;94;1468102564;96;1
1468102564;97;1468102564;99;1
1468102564;100;1468102564;101;1
1468102564;102;1468102564;104;1
1468102564;105;1468102564;106;1
1468102564;107;1468102564;109;1
1468102564;110;1468102564;112;1
1468102564;112;1468102564;114;1
1468102564;115;1468102564;117;1
1468102564;117;1468102564;119;1
1468102564;120;1468102564;122;1
1468102564;123;1468102564;124;1
1468102564;125;1468102564;127;1
1468102564;128;1468102564;130;1
1468102564;130;1468102564;132;1
1468102564;133;1468102564;135;1
1468102564;136;1468102564;137;1
1468102564;138;1468102564;140;1
1468102564;141;1468102564;143;1
1468102564;143;1468102564;145;1
1468102564;146;1468102564;148;1
1468102564;149;1468102564;150;1
1468102564;151;1468102564;153;1
1468102564;154;1468102564;155;1
1468102564;156;1468102564;158;1
1468102564;159;1468102564;161;1
1468102564;162;1468102564;163;1
1468102564;164;1468102564;166;1
1468102564;167;1468102564;169;1
1468102564;169;1468102564;171;1
1468102564;172;1468102564;174;1
1468102564;174;1468102564;176;1
1468102564;177;1468102564;179;1
1468102564;180;1468102564;181;1
1468102564;182;1468102564;184;1
1468102564;185;1468102564;186;1
1468102564;187;1468102564;189;1
1468102564;190;1468102564;192;1
1468102564;192;1468102564;194;1
1468102564;195;1468102564;197;1
1468102564;198;1468102564;200;1
1468102564;201;1468102564;203;1
1468102564;204;1468102564;205;1
1468102564;206;1468102564;208;1
1468102564;209;1468102564;211;1
1468102564;211;1468102564;213;1
1468102564;214;1468102564;216;1
1468102564;217;1468102564;218;1
1468102564;219;1468102564;221;1
1468102564;222;1468102564;223;1
1468102564;224;1468102564;226;1
1468102564;227;1468102564;228;1
1468102564;229;1468102564;231;1
1468102564;232;1468102564;234;1
1468102564;234;1468102564;236;1
1468102564;237;1468102564;239;1
1468102564;239;1468102564;241;1
1468102564;242;1468102564;244;1
1468102564;244;1468102564;246;1
1468102564;247;1468102564;249;2
1468102564;250;1468102564;252;1
1468102564;252;1468102564;254;1
1468102564;255;1468102564;257;1
1468102564;257;1468102564;259;1
1468102564;260;1468102564;262;1
1468102564;262;1468102564;264;1
1468102564;265;1468102564;267;1
1468102564;268;1468102564;269;1
1468102564;270;1468102564;272;1
1468102564;273;1468102564;275;1
1468102564;275;1468102564;277;1
1468102564;278;1468102564;280;1
1468102564;280;1468102564;282;1
1468102564;283;1468102564;285;1
1468102564;286;1468102564;287;1
1468102564;288;1468102564;290;1
1468102564;291;1468102564;292;1
1468102564;293;1468102564;295;1
1468102564;296;1468102564;298;1
1468102564;299;1468102564;300;1
1468102564;301;1468102564;303;1
1468102564;304;1468102564;305;1
1468102564;306;1468102564;308;1
1468102564;309;1468102564;311;1
1468102564;311;1468102564;313;1
1468102564;314;1468102564;316;1
1468102564;317;1468102564;319;1
1468102564;319;1468102564;321;1
1468102564;322;1468102564;324;1
1468102564;324;1468102564;326;1
1468102564;327;1468102564;329;1
1468102564;330;1468102564;331;1
1468102564;332;1468102564;334;1
1468102564;335;1468102564;336;1
1468102564;337;1468102564;339;1
1468102564;340;1468102564;342;1
1468102564;342;1468102564;344;1
1468102564;345;1468102564;347;1
1468102564;347;1468102564;349;1
1468102564;350;1468102564;352;1
1468102564;353;1468102564;354;1
1468102564;355;1468102564;357;1
1468102564;358;1468102564;360;1
1468102564;360;1468102564;362;1
1468102564;363;1468102564;365;1
1468102564;366;1468102564;367;1
1468102564;368;1468102564;370;1
1468102564;371;1468102564;372;1
1468102564;373;1468102564;375;1
1468102564;376;1468102564;378;1
1468102564;378;1468102564;380;1
1468102564;381;1468102564;383;1
1468102564;384;1468102564;385;1
1468102564;386;1468102564;388;1
1468102564;389;1468102564;391;1
1468102564;391;1468102564;393;1
1468102564;394;1468102564;396;1
1468102564;397;1468102564;399;1
1468102564;399;1468102564;401;1
1468102564;402;1468102564;404;1
1468102564;404;1468102564;406;1
1468102564;407;1468102564;409;1
1468102564;410;1468102564;411;1
1468102564;412;1468102564;414;1
1468102564;415;1468102564;416;1
1468102564;417;1468102564;419;1
1468102564;420;1468102564;422;1
1468102564;422;1468102564;424;1
1468102564;425;1468102564;427;1
1468102564;427;1468102564;429;1
1468102564;430;1468102564;432;1
1468102564;432;1468102564;434;1
1468102564;435;1468102564;437;1
1468102564;437;1468102564;439;1
1468102564;440;1468102564;442;1
1468102564;442;1468102564;444;1
1468102564;445;1468102564;447;1
1468102564;447;1468102564;449;1
1468102564;450;1468102564;452;1
1468102564;453;1468102564;454;1
1468102564;455;1468102564;457;1
1468102564;458;1468102564;460;1
1468102564;460;1468102564;462;1
1468102564;463;1468102564;465;1
1468102564;465;1468102564;467;1
1468102564;468;1468102564;470;1
1468102564;471;1468102564;472;1
1468102564;473;1468102564;475;1
1468102564;476;1468102564;477;1
1468102564;478;1468102564;480;1
1468102564;481;1468102564;483;1
1468102564;483;1468102564;485;1
1468102564;486;1468102564;488;1
1468102564;489;1468102564;491;1
1468102564;491;1468102564;493;1
1468102564;494;1468102564;496;1
1468102564;496;1468102564;498;1
1468102564;499;1468102564;501;1
1468102564;502;1468102564;504;1
1468102564;504;1468102564;506;1
1468102564;507;1468102564;509;1
1468102564;510;1468102564;511;1
1468102564;512;1468102564;514;1
1468102564;515;1468102564;517;2
1468102564;518;1468102564;520;1
1468102564;521;1468102564;523;1
1468102564;524;1468102564;526;1
1468102564;527;1468102564;528;1
1468102564;529;1468102564;531;1
1468102564;532;1468102564;534;1
1468102564;534;1468102564;536;1
1468102564;537;1468102564;539;1
1468102564;540;1468102564;541;1
1468102564;542;1468102564;544;1
1468102564;545;1468102564;546;1
1468102564;547;1468102564;549;1
1468102564;550;1468102564;552;1
1468102564;552;1468102564;554;1
1468102564;555;1468102564;557;1
1468102564;557;1468102564;559;1
1468102564;560;1468102564;562;1
1468102564;562;1468102564;564;1
1468102564;565;1468102564;567;1
1468102564;568;1468102564;569;1
1468102564;570;1468102564;572;1
1468102564;573;1468102564;574;1
1468102564;575;1468102564;577;1
1468102564;578;1468102564;580;1
1468102564;580;1468102564;582;1
1468102564;583;1468102564;585;1
1468102564;585;1468102564;587;1
1468102564;588;1468102564;590;1
1468102564;591;1468102564;592;1
1468102564;593;1468102564;595;1
1468102564;596;1468102564;598;1
1468102564;598;1468102564;600;1
1468102564;601;1468102564;603;1
1468102564;604;1468102564;605;1
1468102564;606;1468102564;608;1
1468102564;609;1468102564;611;1
1468102564;611;1468102564;613;1
1468102564;614;1468102564;616;1
1468102564;617;1468102564;618;1
1468102564;619;1468102564;621;1
1468102564;622;1468102564;624;1
1468102564;624;1468102564;626;1
1468102564;627;1468102564;629;1
1468102564;630;1468102564;631;1
1468102564;632;1468102564;634;1
1468102564;635;1468102564;636;1
1468102564;637;1468102564;639;1
1468102564;640;1468102564;641;1
1468102564;642;1468102564;644;1
1468102564;645;1468102564;646;1
1468102564;647;1468102564;649;1
1468102564;650;1468102564;651;1
1468102564;652;1468102564;654;1
1468102564;655;1468102564;657;1
1468102564;657;1468102564;659;1
1468102564;660;1468102564;662;1
1468102564;662;1468102564;664;1
1468102564;665;1468102564;667;1
1468102564;667;1468102564;669;1
1468102564;670;1468102564;672;1
1468102564;673;1468102564;674;1
1468102564;675;1468102564;677;1
1468102564;678;1468102564;680;1
1468102564;680;1468102564;682;1
1468102564;683;1468102564;685;1
1468102564;686;1468102564;687;1
1468102564;688;1468102564;690;1
1468102564;691;1468102564;692;1
1468102564;693;1468102564;695;1
1468102564;696;1468102564;698;1
1468102564;698;1468102564;700;1
1468102564;701;1468102564;703;1
1468102564;704;1468102564;705;1
1468102564;706;1468102564;708;1
1468102564;709;1468102564;711;1
1468102564;711;1468102564;713;1
1468102564;714;1468102564;716;1
1468102564;717;1468102564;719;1
1468102564;719;1468102564;721;1
1468102564;722;1468102564;724;1
1468102564;724;1468102564;726;1
1468102564;727;1468102564;729;1
1468102564;730;1468102564;731;1
1468102564;732;1468102564;734;1
1468102564;735;1468102564;736;1
1468102564;737;1468102564;739;1
1468102564;740;1468102564;742;1
1468102564;742;1468102564;744;1
1468102564;745;1468102564;747;1
1468102564;747;1468102564;749;1
1468102564;750;1468102564;752;1
1468102564;752;1468102564;754;1
1468102564;755;1468102564;757;1
1468102564;757;1468102564;760;2
1468102564;761;1468102564;762;1
1468102564;763;1468102564;765;1
1468102564;766;1468102564;767;1
1468102564;768;1468102564;770;1
1468102564;771;1468102564;773;1
1468102564;774;1468102564;775;1
1468102564;776;1468102564;778;1
1468102564;779;1468102564;781;1
1468102564;781;1468102564;783;1
1468102564;784;1468102564;786;1
1468102564;787;1468102564;789;1
1468102564;789;1468102564;791;1
1468102564;792;1468102564;794;1
1468102564;794;1468102564;796;1
1468102564;797;1468102564;799;1
1468102564;800;1468102564;801;1
1468102564;802;1468102564;804;1
1468102564;805;1468102564;806;1
1468102564;807;1468102564;809;1
1468102564;810;1468102564;812;1
1468102564;812;1468102564;814;1
1468102564;815;1468102564;817;1
1468102564;817;1468102564;819;1
